Nombre,Editorial,Año,Suma de Ventas Millones
The King of Route 66,Sega,2003,0.06
The Kore Gang,Flashpoint Games,2010,0.04
The Land Before Time: Big Water Adventure,TDK Mediactive,2002,0.21
The Land Before Time: Great Valley Racing Adventure,TDK Mediactive,2001,0.1
The Land Before Time: Into the Mysterious Beyond,Game Factory,2006,0.01
The Last Airbender,THQ,2010,0.39
The Last Guy,Sony Computer Entertainment,2009,0.03
The Last of Us,Sony Computer Entertainment,2014,4.54
The Last of Us,Sony Computer Entertainment Europe,2013,5.9799999999999995
The Last Remnant,Square Enix,2008,0.69
The Last Remnant,Square Enix,2009,0.01
The Last Story,Nintendo,2011,0.67
The Legend of Alon D'ar,Ubisoft,2001,0.08
The Legend of Dragoon,Sony Computer Entertainment,1999,1.8699999999999999
The Legend of Heroes II: Prophecy of the Moonlight Witch,Namco Bandai Games,2004,0.14
The Legend of Heroes III: Song of the Ocean,Namco Bandai Games,2006,0.03
The Legend of Heroes VII: The Trail of Blue,Falcom Corporation,2011,0.2
The Legend of Heroes VII: The Trail of Blue,Nihon Falcom Corporation,2014,0.06
The Legend of Heroes VII: The Trail of Zero,Falcom Corporation,2010,0.16
The Legend of Heroes VII: The Trail of Zero,Falcom Corporation,2012,0.07
The Legend of Heroes: A Tear of Vermillion,Namco Bandai Games,2005,0.09
The Legend of Heroes: Trails in the Sky First Chapter,Falcom Corporation,2012,0.04
The Legend of Heroes: Trails in the Sky First Chapter,Ghostlight,2006,0.22
The Legend of Heroes: Trails in the Sky First Chapter,Kadokawa Shoten,2015,0.07
The Legend of Heroes: Trails in the Sky SC Evolution,Kadokawa Games,2015,0.03
The Legend of Heroes: Trails in the Sky Second Chapter,Falcom Corporation,2007,0.06
The Legend of Heroes: Trails in the Sky Second Chapter,Falcom Corporation,2013,0.02
The Legend of Heroes: Trails in the Sky Third Chapter,Falcom Corporation,2008,0.07
The Legend of Heroes: Trails in the Sky Third Chapter,Falcom Corporation,2013,0.01
The Legend of Heroes: Trails in the Sky Third Chapter,Nihon Falcom Corporation,2016,0.02
The Legend of Heroes: Trails of Cold Steel,Nippon Ichi Software,2013,0.54
The Legend of Heroes: Trails of Cold Steel II,Nippon Ichi Software,2014,0.28
The Legend of Kage 2,Square Enix,2008,0.07
The Legend of Korra (3DS),Activision,2014,0.02
The Legend of Legacy,FuRyu,2015,0.24
The Legend of Spyro: A New Beginning,Vivendi Games,2006,0.5800000000000001
The Legend of Spyro: Dawn of the Dragon,Vivendi Games,2008,2.2199999999999998
The Legend of Spyro: The Eternal Night,Vivendi Games,2007,1.02
The Legend of the Mystical Ninja,Konami Digital Entertainment,1991,0.48
The Legend of Zelda,Nintendo,1986,6.5
The Legend of Zelda: A Link Between Worlds,Nintendo,2013,3.07
The Legend of Zelda: A Link to the Past,Nintendo,1991,4.609999999999999
The Legend of Zelda: A Link to the Past,Nintendo,2002,2.7
The Legend of Zelda: Four Swords Adventures,Nintendo,2004,0.81
The Legend of Zelda: Link's Awakening,Nintendo,1992,3.84
The Legend of Zelda: Link's Awakening DX,Nintendo,1998,2.21
The Legend of Zelda: Majora's Mask,Nintendo,2000,3.36
The Legend of Zelda: Majora's Mask 3D,Nintendo,2015,2.32
The Legend of Zelda: Ocarina of Time,Nintendo,1998,7.6
The Legend of Zelda: Ocarina of Time,Nintendo,2011,4.22
The Legend of Zelda: Oracle of Ages,Nintendo,2001,1.92
The Legend of Zelda: Oracle of Seasons,Nintendo,2001,1.86
The Legend of Zelda: Phantom Hourglass,Nintendo,2007,5.17
The Legend of Zelda: Skyward Sword,Nintendo,2011,4.109999999999999
The Legend of Zelda: Spirit Tracks,Nintendo,2009,3.38
The Legend of Zelda: The Minish Cap,Nintendo,2004,1.4300000000000002
The Legend of Zelda: The Wind Waker,Nintendo,2002,4.609999999999999
The Legend of Zelda: The Wind Waker,Nintendo,2013,1.77
The Legend of Zelda: Tri Force Heroes,Nintendo,2015,1.1
The Legend of Zelda: Twilight Princess,Nintendo,2006,8.909999999999998
The Legend of Zelda: Twilight Princess HD,Nintendo,2016,0.94
The Legendary Starfy,Nintendo,2008,0.8600000000000001
The LEGO Movie Videogame,Warner Bros. Interactive Entertainment,2014,5.339999999999998
The Longest Journey,Empire Interactive,1999,0.01
The Lord of the Rings Online: Mines of Moria,Codemasters Online,2008,0.02
The Lord of the Rings: Aragorn's Quest,Warner Bros. Interactive Entertainment,2010,0.7
The Lord of the Rings: Conquest,Electronic Arts,2009,1.53
The Lord of the Rings: The Battle for Middle-Earth,Electronic Arts,2004,0.08
The Lord of the Rings: The Battle for Middle-Earth II,Electronic Arts,2006,0.08
The Lord of the Rings: The Fellowship of the Ring,Black Label Games,2002,1.2
The Lord of the Rings: The Fellowship of the Ring,Universal Interactive,2002,0.53
The Lord of the Rings: The Return of the King,Electronic Arts,2003,5.68
The Lord of the Rings: The Third Age,Electronic Arts,2004,1.0999999999999999
The Lord of the Rings: The Two Towers,Electronic Arts,2002,6.660000000000002
The Lord of the Rings: War in the North,Warner Bros. Interactive Entertainment,2011,0.18
The Lost Chronicles of Zerzura,DTP Entertainment,2012,0.060000000000000005
The Lost Treasures of Alexandria,Unknown,2011,0.05
The Lost Vikings,Activision,2003,0.05
The Lost World: Jurassic Park,Electronic Arts,1997,1.03
The Magic School Bus: Oceans,Scholastic Inc.,2011,0.22
The Magical Quest starring Mickey Mouse,Capcom,1992,1.21
The Mark of Kri,Sony Computer Entertainment,2002,0.45999999999999996
The Matrix: Path of Neo,Atari,2005,0.8
The Misadventures of Tron Bonne,Eidos Interactive,1999,0.05
The Monkey King: The Legend Begins,Starfish,2007,0.04
The Movies,Activision,2005,0.05
The Mummy,Ubisoft,2002,0.01
The Mummy Returns,Universal Interactive,2001,0.5
The Mummy: Tomb of the Dragon Emperor,Vivendi Games,2008,0.43000000000000005
The Munchables,Namco Bandai Games,2009,0.18000000000000002
The Mysterious Case of Dr. Jekyll and Mr. Hyde,O-Games,2010,0.06
The Mysterious Murasame Castle,Nintendo,1986,0.57
The Naked Brothers Band: The Video Game,THQ,2008,0.55
The New Tetris,Nintendo,1999,0.29
The New York Times Crosswords,Majesco Entertainment,2007,0.44999999999999996
The Next BIG Thing,Focus Home Interactive,2011,0.060000000000000005
The Next Tetris,Atari,1998,0.81
The Night of the Rabbit,Daedalic Entertainment,2013,0.03
The Nightmare of Druaga: Fushigino Dungeon,Arika,2004,0.06
The Operative: No One Lives Forever,Electronic Arts,2002,0.14
The Orange Box,Electronic Arts,2007,3.0500000000000003
The Order: 1886,Sony Computer Entertainment,2015,1.7200000000000002
The Oregon Trail,Crave Entertainment,2011,0.29
The Outfit,THQ,2006,0.25
The Peanuts Movie: Snoopy's Grand Adventure,Activision,2015,0.07
The Penguins of Madagascar,THQ,2010,0.27
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,THQ,2011,0.39
The Perfect Golf,Seta Corporation,1995,0.03
The Pinball of the Dead,Sega,2002,0.07
The Polar Express,THQ,2004,0.52
The Powerpuff Girls: Chemical X-Traction,BAM! Entertainment,2001,0.42000000000000004
The Powerpuff Girls: Him and Seek,BAM! Entertainment,2002,0.43
The Powerpuff Girls: Relish Rampage,BAM! Entertainment,2002,0.51
The Price is Right,Ubisoft,2008,1.33
The Price is Right 2010 Edition,Ubisoft,2009,0.37
The Price is Right: Decades,Ubisoft,2011,0.25
The Princess and the Frog,Disney Interactive Studios,2009,1.0999999999999999
The Professor's Brain Trainer: Logic,505 Games,2005,0.02
The Punisher,THQ,2005,0.81
The Putter Golf,D3Publisher,2001,0.07
The Quest Trio,Avanquest,2008,0.16
The Raiden Project,Ocean,1995,0.22999999999999998
The Revenge of Shinobi,Atari,2002,0.09000000000000001
The Ripping Friends,THQ,2002,0.04
The Rise of the Argonauts,Codemasters,2008,0.37
The Rub Rabbits!,Sega,2005,0.07
The Saboteur,Electronic Arts,2009,1.08
The Scorpion King: Rise of the Akkadian,Universal Interactive,2002,0.33
The Scorpion King: Sword of Osiris,Vivendi Games,2002,0.18
The Secret Saturdays: Beasts of the 5th Sun,D3Publisher,2009,0.43000000000000005
The Secret World,Funcom,2012,0.17
The Settlers,Ubisoft,2007,0.11
The Settlers 7: Paths to a Kingdom,Ubisoft,2010,0.32
The Settlers II 10th Anniversary,Ubisoft,2006,0.02
The Settlers IV,Blue Byte,2001,0.02
The Settlers: Rise of an Empire,Ubisoft,2007,0.02
The Seven Deadly Sins: Unjust Sin,Namco Bandai Games,2015,0.08
The Shoot,Sony Computer Entertainment,2010,0.36
The Simpsons Game,Electronic Arts,2007,7.12
The Simpsons Skateboarding,Electronic Arts,2002,1.53
The Simpsons: Hit & Run,Vivendi Games,2003,7.06
The Simpsons: Road Rage,Electronic Arts,2001,4.91
The Simpsons: Road Rage,THQ,2003,1.2
The Sims,Electronic Arts,2000,0.05
The Sims,Electronic Arts,2003,3.68
The Sims 2,Electronic Arts,2004,0.31
The Sims 2,Electronic Arts,2005,4.129999999999999
The Sims 2: Apartment Life,Electronic Arts,2008,0.09000000000000001
The Sims 2: Apartment Pets,Electronic Arts,2008,0.7
The Sims 2: Bon Voyage,Electronic Arts,2007,0.02
The Sims 2: Castaway,Electronic Arts,2007,3.1199999999999997
The Sims 2: Family Fun Stuff,Electronic Arts,2006,0.01
The Sims 2: Glamour Life Stuff,Electronic Arts,2006,0.04
The Sims 2: Happy Holiday Stuff,Electronic Arts,2006,0.02
The Sims 2: Ikea Home Stuff,Electronic Arts,2008,0.09000000000000001
The Sims 2: Nightlife,Electronic Arts,2005,1.27
The Sims 2: Open for Business,Electronic Arts,2006,0.51
The Sims 2: Pets,Electronic Arts,2006,3.49
The Sims 2: Pets,Electronic Arts,2007,0.48999999999999994
The Sims 2: Seasons,Electronic Arts,2007,0.06
The Sims 2: University,Electronic Arts,2005,0.06
The Sims 3,Electronic Arts,2009,8.11
The Sims 3,Electronic Arts,2010,6.58
The Sims 3,Electronic Arts,2011,0.77
The Sims 3: Ambitions,Electronic Arts,2010,0.47
The Sims 3: Barnacle Bay,Electronic Arts,2011,0.08
The Sims 3: Fast Lane Stuff,Electronic Arts,2010,0.08
The Sims 3: Generations,Electronic Arts,2011,0.63
The Sims 3: High-End Loft Stuff,Electronic Arts,2010,0.66
The Sims 3: Late Night Expansion Pack,Electronic Arts,2010,1.71
The Sims 3: Outdoor Living Stuff,Electronic Arts,2011,0.47
The Sims 3: Seasons,Electronic Arts,2012,0.16
The Sims 3: Town Life Stuff,Electronic Arts,2011,0.33
The Sims 3: World Adventures,Electronic Arts,2009,0.59
The Sims 4,Electronic Arts,2014,2.9699999999999998
The Sims 4: Get Together,Electronic Arts,2015,0.19
The Sims 4: Luxury Party Stuff,Electronic Arts,2015,0.01
The Sims 4: Spa Day,Electronic Arts,2015,0.04
The Sims Deluxe,Electronic Arts,2002,0.04
The Sims Medieval: Pirates and Nobles,Electronic Arts,2011,0.15000000000000002
The Sims: Bustin' Out,Electronic Arts,2003,5.000000000000001
The Sims: Complete Collection,Electronic Arts,2005,0.02
The Sims: Hot Date,Electronic Arts,2001,1.81
The Sims: House Party,Electronic Arts,2001,2.16
The Sims: Livin Large,Electronic Arts,2000,2.9799999999999995
The Sims: Makin' Magic,Electronic Arts,2003,1.9200000000000002
The Sims: Medieval,Electronic Arts,2011,0.6900000000000001
The Sims: Superstar,Electronic Arts,2003,1.67
The Sims: Unleashed,Electronic Arts,2002,3.76
The Sims: Vacation,Electronic Arts,2002,3.07
The Sky Crawlers: Innocent Aces,Namco Bandai Games,2008,0.13
The Sly Collection,Sony Computer Entertainment,2010,0.69
The Smurfs,Infogrames,1998,0.04
The Smurfs,Ubisoft,2011,0.42
The Smurfs 2,Ubisoft,2013,0.66
The Smurfs: Dance Party,Ubisoft,2011,0.28
The Space Bar,Sega,1996,0.08
The Spiderwick Chronicles,Vivendi Games,2008,0.39000000000000007
The SpongeBob SquarePants Movie,THQ,2004,4.71
The Story of Noah's Ark,SouthPeak Games,2010,0.11
The Stronghold Collection,Take-Two Interactive,2009,0.13
The Suffering,Midway Games,2004,0.63
The Suffering: Ties That Bind,Midway Games,2005,0.27
The Suite Life of Zack & Cody: Circle of Spies,Disney Interactive Studios,2007,0.29000000000000004
The Suite Life of Zack & Cody: Tipton Trouble,Disney Interactive Studios,2006,0.25
The Sum of All Fears,Ubisoft,2002,0.04
The Sum of All Fears,Ubisoft,2003,0.04
The Tale of Despereaux,Brash Entertainment,2008,0.44000000000000006
The Talos Principle,Devolver Digital,2015,0.02
The Technomancer,Focus Home Interactive,2016,0.08
The Terminator: Dawn of Fate,Atari,2002,0.56
The Testament of Sherlock Holmes,Focus Home Interactive,2012,0.35
The Thing,Vivendi Games,2002,0.6500000000000001
The Tomb Raider Trilogy,Square Enix,2011,0.9400000000000001
The Train Giant,Ascaron Entertainment,2012,0.01
The Treasures of Montezuma,Foreign Media Games,2010,0.04
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,Unknown,2011,0.01
The Typing of the Dead,Sega,2000,0.05
The Ultimate Battle of the Sexes,DTP Entertainment,2010,0.02
The Ultimate Red Ball Challenge,Mindscape,2009,0.2
The Unholy War,Eidos Interactive,1998,0.13
The Urbz: Sims in the City,Electronic Arts,2004,3.1200000000000006
The Urbz: Sims in the City (all regions sales),Electronic Arts,2004,0.43000000000000005
The Urbz: Sims In the City (US weekly sales),Electronic Arts,2004,0.29000000000000004
The Voice,Activision,2014,0.19
The Void,Mamba Games,2008,0.04
The Walking Dead: Season One,Avanquest Software,2012,1.57
The Walking Dead: Season One,Square Enix,2013,0.18000000000000002
The Walking Dead: Season One,Telltale Games,2014,0.61
The Walking Dead: Season Two,Telltale Games,2014,0.86
The Walking Dead: Survival Instinct,Activision,2013,1.28
The Warriors,Take-Two Interactive,2005,0.8099999999999999
The Warriors,Take-Two Interactive,2007,0.28
The Weakest Link,Activision,2001,0.09
The Whispered World,Deep Silver,2009,0.1
The Wild Thornberrys Movie,THQ,2002,0.35
The Wild Thornberrys: Animal Adventures,Mattel Interactive,2000,0.18
The Wild Thornberrys: Chimp Chase,THQ,2001,0.15
The Wild West,Majesco Entertainment,2007,0.01
The Witch and the Hundred Knight,Nippon Ichi Software,2013,0.19
The Witch and the Hundred Knight,Nippon Ichi Software,2015,0.09
The Witcher,Atari,2007,0.060000000000000005
The Witcher 2: Assassins of Kings,Namco Bandai Games,2011,0.9600000000000001
The Witcher 2: Assassins of Kings,Namco Bandai Games,2012,0.94
The Witcher 3: Wild Hunt,Namco Bandai Games,2015,5.640000000000001
The Witcher: Enhanced Edition,Atari,2008,0.33
The Wizard of Oz: Beyond The Yellow Brick Road,D3Publisher,2008,0.14
The Wolf Among Us,Telltale Games,2011,0.04
The Wolf Among Us,Telltale Games,2014,0.45
The Wonderful 101,Nintendo,2013,0.41000000000000003
The World Ends With You,Square Enix,2007,0.8600000000000001
The X Files,Sony Computer Entertainment,1999,0.43
The X Files: Resist or Serve,Vivendi Games,2004,0.13
The X-Factor,Deep Silver,2010,0.5499999999999999
Theatre Of War,Kalypso Media,2007,0.01
Theatrhythm Dragon Quest,Square Enix,2015,0.15
Theatrhythm Final Fantasy: Curtain Call,Square Enix,2014,0.38
Theatrhythm: Final Fantasy,Square Enix,2012,0.49
Theme Hospital,Electronic Arts,1997,2.4
Theme Hospital,Electronic Arts,1998,0.09
Theme Park,Electronic Arts,1994,0.65
Theme Park,Electronic Arts,2007,0.06
Theme Park Roller Coaster,Electronic Arts,2000,0.47000000000000003
There,Infogrames,2002,0.05
Theresia...,Arc System Works,2008,0.06
Thief (2014),Square Enix,2014,2.1
Thief: Deadly Shadows,Eidos Interactive,2004,0.18000000000000002
thinkSMART,Conspiracy Entertainment,2010,0.09999999999999999
thinkSMART FAMILY!,Conspiracy Entertainment,2010,0.03
thinkSMART: Chess for Kids,Mentor Interactive,2011,0.01
This War of Mine,Deep Silver,2016,0.01
Thomas & Friends: Hero of the Rails,Unknown,2010,0.1
Thomas and Friends: Steaming around Sodor,Avanquest Software,2015,0.02
Thomas the Tank Engine & Friends,N/A,2004,0.18
Thor: God of Thunder,Sega,2011,0.6799999999999999
Thoroughbred Breeder,Hect,1993,0.19
Thoroughbred Breeder II,Hect,1994,0.27
Thoroughbred Breeder II Plus,Hect,1995,0.04
Thousand Arms,Atlus,1998,0.11
Thrasher Presents: Skate and Destroy,Take-Two Interactive,1998,0.4
Threads of Fate,SquareSoft,1999,0.21
Thrillville,Atari,2006,0.86
Thrillville: Off the Rails,LucasArts,2007,1.15
Thunder Alley,XS Games,2004,0.01
Thunder Force V: Perfect System,TechnoSoft,1998,0.05
Thunder Force VI,Sega,2008,0.02
Thunder Truck Rally,Psygnosis,1997,0.14
Thunderbirds,Vivendi Games,2004,0.03
ThunderStrike 2,Core Design Ltd.,1994,0.18
Thunderstrike: Operation Phoenix,Eidos Interactive,2001,0.34
Tiger & Bunny: Hero's Day,D3Publisher,2013,0.02
Tiger & Bunny: On-Air Jack!,Namco Bandai Games,2012,0.03
Tiger Woods 99 PGA Tour Golf,Electronic Arts,1997,1.5299999999999998
Tiger Woods PGA Tour,Electronic Arts,2004,0.14
Tiger Woods PGA Tour,Electronic Arts,2005,0.21
Tiger Woods PGA Tour 06,Electronic Arts,2005,1.96
Tiger Woods PGA Tour 07,Electronic Arts,2006,2.17
Tiger Woods PGA Tour 08,Electronic Arts,2007,3.1499999999999995
Tiger Woods PGA Tour 09,Electronic Arts,2008,2.04
Tiger Woods PGA Tour 09 All-Play,Electronic Arts,2008,1.4300000000000002
Tiger Woods PGA Tour 10,Electronic Arts,2009,3.0300000000000002
Tiger Woods PGA Tour 11,Electronic Arts,2010,1.9300000000000002
Tiger Woods PGA Tour 12: The Masters,Electronic Arts,2011,1.8900000000000001
Tiger Woods PGA Tour 13,Electronic Arts,2012,1.06
Tiger Woods PGA Tour 14,Electronic Arts,2013,0.75
Tiger Woods PGA Tour 2000,Electronic Arts,1998,0.6599999999999999
Tiger Woods PGA Tour 2001,Electronic Arts,2001,0.73
Tiger Woods PGA Tour 2002,Electronic Arts,2002,0.91
Tiger Woods PGA Tour 2003,Electronic Arts,2002,2.32
Tiger Woods PGA Tour 2004,Electronic Arts,2003,2.57
Tiger Woods PGA Tour 2005,Electronic Arts,2004,2.4299999999999997
Tiger Woods PGA Tour Golf,Ubisoft,2002,0.04
TigerShark,GT Interactive,1997,0.07
Tigger's Honey Hunt,Ubisoft,2000,0.49
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Disney Interactive Studios,2004,0.34
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Disney Interactive Studios,2005,0.08
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,Disney Interactive Studios,2005,0.14
Time and Eternity,Nippon Ichi Software,2012,0.16999999999999998
Time Commando,Adeline Software,1996,0.18
Time Crisis,Namco Bandai Games,1997,1.6800000000000002
Time Crisis 3,Namco Bandai Games,2003,0.61
Time Crisis 4,Namco Bandai Games,2007,0.8400000000000001
Time Crisis II,Namco Bandai Games,2001,0.53
Time Crisis: Crisis Zone,Namco Bandai Games,2004,0.23
Time Crisis: Project Titan,Namco Bandai Games,2001,0.05
Time Crisis: Razing Storm,Namco Bandai Games,2010,0.54
Time Hollow,Konami Digital Entertainment,2008,0.15
Time Leap,Prototype,2009,0.01
Time Travelers,Level 5,2012,0.060000000000000005
Time Travelers,Unknown,2012,0.04
TimeShift,Vivendi Games,2007,0.5800000000000001
Timeshock! Pro Pinball,Empire Interactive,1998,0.03
TimeSplitters,Eidos Interactive,2000,0.44
TimeSplitters 2,Eidos Interactive,2002,1.7700000000000002
TimeSplitters: Future Perfect,Electronic Arts,2005,0.48000000000000004
Timmy Time,Avanquest,2011,0.03
Tiny Tank,Sony Computer Entertainment,1998,0.33999999999999997
Tiny Toon Adventures: Plucky's Big Adventure,Conspiracy Entertainment,2001,0.27
Tiny Toon Adventures: The Great Beanstalk,Sony Computer Entertainment,1998,0.31
Tiny Toon Adventures: Toonenstein - Dare to Scare,Swing! Entertainment,1998,0.05
Tiny Toon Adventures: Wacky Stackers,Conspiracy Entertainment,2001,0.01
Titan Quest,THQ,2006,0.06
Titanfall,Electronic Arts,2014,4.86
Titanic Mystery,O-Games,2010,0.02
Titanic Mystery,PlayV,2010,0.08
TMNT,Ubisoft,2007,1.11
TMNT: Mutant Melee,Konami Digital Entertainment,2005,0.08
TNA iMPACT!,Midway Games,2008,1.23
TNA iMPACT: Cross the Line,SouthPeak Games,2010,0.1
TNN Motor Sports Hardcore 4x4,ASC Games,1996,1.3199999999999998
To Heart,Aqua Plus,1999,0.14
To Heart 2 DX Plus,Aqua Plus,2011,0.05
To Heart 2: Dungeon Travelers,Aqua Plus,2011,0.11
To Heart 2: Dungeon Travelers,Aqua Plus,2015,0.05
To Love-Ru Trouble Darkness: Battle Ecstasy,FuRyu,2014,0.05
To Love-Ru Trouble: Darkness - True Princess,FuRyu,2015,0.02
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,Marvelous Interactive,2008,0.03
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,Marvelous Interactive,2008,0.03
Toaru Kagaku no Chou Denjihou,Kadokawa Shoten,2011,0.06
Toaru Majutsu no Index,Kadokawa Shoten,2011,0.1
Toaru Majutsu no Kagaku no Ensemble,Namco Bandai Games,2013,0.03
Tobal 2,SquareSoft,1997,0.37
Tobal No.1,Sony Computer Entertainment,1996,0.9199999999999999
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,Namco Bandai Games,2011,0.01
TOCA 2: Touring Cars,Codemasters,1998,1.3199999999999998
TOCA Race Driver 2,Codemasters,2004,0.04
TOCA Race Driver 2: Ultimate Racing Simulator,Codemasters,2004,0.18
TOCA Race Driver 2: Ultimate Racing Simulator,Codemasters,2005,0.25
TOCA Race Driver 3,Codemasters,2006,0.14
TOCA Touring Car Championship,Codemasters,1997,2.27
TOEIC Test Training DS,IE Institute,2007,0.17
ToeJam & Earl III: Mission to Earth,Sega,2002,0.11
Togainu no Chi: True Blood,Kadokawa Shoten,2008,0.03
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,Nintendo,2012,0.27
Toki no Kizuna: Hanayui Tsuzuri,Idea Factory,2013,0.02
Toki no Kizuna: Sekigahara Kitan,Idea Factory,2012,0.04
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,Sonnet,1995,0.04
Tokimeki Memorial 2,Konami Digital Entertainment,1999,0.39
Tokimeki Memorial 4,Konami Digital Entertainment,2009,0.08
Tokimeki Memorial Girl's Side 1st Love Plus,Konami Digital Entertainment,2009,0.03
Tokimeki Memorial Girl's Side 2nd Kiss,Konami Digital Entertainment,2006,0.05
Tokimeki Memorial Girl's Side 3rd Story,Konami Digital Entertainment,2010,0.19
Tokimeki Memorial Girl's Side Premium: 3rd Story,Konami Digital Entertainment,2012,0.07
Tokimeki Memorial: Forever with You,Konami Digital Entertainment,1995,0.5900000000000001
Tokimeki Memorial: Forever with You,Konami Digital Entertainment,1996,0.38
Tokimeki Memorial: Girl's Side,Konami Digital Entertainment,2002,0.08
Tokimeki Memorial: Girls Side 1st Love,Konami Digital Entertainment,2007,0.05
Tokimeki Memorial: Girl's Side 2nd Season,Konami Digital Entertainment,2008,0.11
Tokimeki Memorial: Private Collection,Konami Digital Entertainment,1996,0.17
Tokimeki Memorial: Taisen Pazurudama,Konami Digital Entertainment,1996,0.18
Tokimeki no Houkago,Konami Digital Entertainment,1998,0.06
Tokobot,Take-Two Interactive,2005,0.06999999999999999
Tokumei Sentai Go-Busters,Namco Bandai Games,2012,0.04
Tokushu Houdoubu,Nippon Ichi Software,2012,0.03
Tokyo Beat Down,Success,2008,0.08
Tokyo Friend Park II DS,Rocket Company,2006,0.02
Tokyo Ghoul: Jail,Namco Bandai Games,2015,0.05
Tokyo Highway Battle,Jaleco,1996,0.33
Tokyo Jungle,Sony Computer Entertainment,2012,0.26
Tokyo Majin Gakuen: Kenfuuchou,Marvelous Interactive,2008,0.03
Tokyo Mew Mew,Takara,2002,0.02
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,Atlus,2010,0.06
Tokyo Twilight Ghost Hunters,Aksys Games,2014,0.16999999999999998
Tokyo Xanadu,Nihon Falcom Corporation,2015,0.15
Tokyo Xanadu eX+,Nihon Falcom Corporation,2016,0.02
Tokyo Xtreme Racer,Genki,1999,0.17
Tokyo Xtreme Racer 3,Genki,2003,0.9199999999999999
Tokyo Xtreme Racer Advance,Crave Entertainment,2005,0.06
Tokyo Xtreme Racer DRIFT,Genki,2003,0.18
Tokyo Xtreme Racer Zero,Crave Entertainment,2000,1.5
Tom and Jerry in Fists of Furry,Ubisoft,2000,0.16
Tom and Jerry in House Trap,Ubisoft,2000,0.19
Tom and Jerry in War of the Whiskers,NewKidCo,2003,0.060000000000000005
Tom and Jerry in War of the Whiskers,Ubisoft,2002,0.26
Tom and Jerry Tales,Warner Bros. Interactive Entertainment,2006,0.29
Tom and Jerry: Infurnal Escape,Ubisoft,2003,0.16
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),Ubisoft,2006,0.01
Tom Clancy's Classic Trilogy,Ubisoft,2004,0.09000000000000001
Tom Clancy's EndWar,Ubisoft,2008,1.79
Tom Clancy's EndWar,Ubisoft,2009,0.02
Tom Clancy's Ghost Recon,Ubisoft,2002,3.6999999999999997
Tom Clancy's Ghost Recon,Ubisoft,2003,0.14
Tom Clancy's Ghost Recon,Ubisoft,2010,0.13
Tom Clancy's Ghost Recon 2,Ubisoft,2004,2.45
Tom Clancy's Ghost Recon 2,Ubisoft,2005,0.06999999999999999
Tom Clancy's Ghost Recon 2: Summit Strike,Ubisoft,2005,0.38
Tom Clancy's Ghost Recon Advanced Warfighter,Ubisoft,2006,1.8699999999999999
Tom Clancy's Ghost Recon Advanced Warfighter 2,Ubisoft,2007,2.58
Tom Clancy's Ghost Recon: Advanced Warfighter,Ubisoft,2006,0.06
Tom Clancy's Ghost Recon: Future Soldier,Ubisoft,2012,2.6
Tom Clancy's Ghost Recon: Island Thunder,Ubisoft,2003,0.88
Tom Clancy's Ghost Recon: Jungle Storm,Ubisoft,2004,1.16
Tom Clancy's Ghost Recon: Predator,Ubisoft,2010,0.11000000000000001
Tom Clancy's Ghost Recon: Shadow Wars,Ubisoft,2011,0.33999999999999997
Tom Clancy's HAWX,Ubisoft,2009,1.19
Tom Clancy's HAWX 2,Ubisoft,2010,0.94
Tom Clancy's Rainbow Six,Red Storm Entertainment,1999,2.2800000000000002
Tom Clancy's Rainbow Six 3,Ubisoft,2003,1.5499999999999998
Tom Clancy's Rainbow Six 3,Ubisoft,2004,0.86
Tom Clancy's Rainbow Six 3: Black Arrow,Ubisoft,2004,1.13
Tom Clancy's Rainbow Six: Lockdown,Ubisoft,2005,0.8
Tom Clancy's Rainbow Six: Rogue Spear,Ubisoft,2001,0.24
Tom Clancy's Rainbow Six: Rogue Spear,Ubisoft,2002,0.11
Tom Clancy's Rainbow Six: Siege,Ubisoft,2015,3.66
Tom Clancy's Rainbow Six: Vegas,Ubisoft,2006,1.96
Tom Clancy's Rainbow Six: Vegas,Ubisoft,2007,2
Tom Clancy's Rainbow Six: Vegas 2,Ubisoft,2008,3.8
Tom Clancy's Splinter Cell,Ubisoft,2002,3.02
Tom Clancy's Splinter Cell,Ubisoft,2003,2.9999999999999996
Tom Clancy's Splinter Cell 3D,Ubisoft,2011,0.30000000000000004
Tom Clancy's Splinter Cell Classic Trilogy HD,Ubisoft,2011,0.02
Tom Clancy's Splinter Cell Trilogy,Ubisoft,2011,0.13
Tom Clancy's Splinter Cell: Blacklist,Ubisoft,2013,2.32
